thumb,index,middle,ring,pinky,total_up,label
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
0,0,0,0,0,0,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,1,0,2,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,0,0,1,C
0,0,1,0,0,1,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,0,0,1,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,1,1,1,1,4,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
1,0,0,0,0,1,C
0,0,0,0,0,0,C
1,0,0,0,0,1,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
0,0,0,0,0,0,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
1,0,0,0,0,1,C
0,1,1,1,0,3,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,1,5,C
1,1,1,1,0,4,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
1,0,1,1,0,3,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,0,1,1,0,2,C
0,1,1,1,0,3,C
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,0,1,1,1,3,D
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
0,1,1,1,1,4,E
